name,artist_names,popularity,release_date
Jagen die Mio,"{'Luciano', 'Nikky Santoro'}",51,2017-03-31
Meu Abrigo,{'Melim'},7,2017-12-08
Rituel,"{'Vald', 'Sirius'}",0,2018-02-02
Wasted Times,{'The Weeknd'},16,2018-03-30
Love Incredible (feat. Camila Cabello),"{'Cashmere Cat', 'Camila Cabello'}",2,2017-04-28
Jamais (feat. Dadju),"{'Ninho', 'Dadju'}",64,2019-03-22
Woman,"{'Kesha', 'The Dap-Kings Horns'}",3,2017-07-13
ORANGE SODA,{'Baby Keem'},81,2019-07-19
Soon You’ll Get Better (feat. Dixie Chicks),"{'Taylor Swift', 'Dixie Chicks'}",70,2019-08-23
Look Alive,{'Rae Sremmurd'},63,2016-08-12
8 Out Of 10,{'Drake'},63,2018-06-29
Think About You,"{'Kygo', 'Valerie Broussard'}",70,2019-02-14
Kid Cudi,{'Vald'},0,2017-01-20
Sweet Home Alabama,{'Lynyrd Skynyrd'},82,1974-04-15
Briguinha Boba (Pã Pã Rã Pã Pã) - Ao Vivo,{'Lucas Lucco'},52,2018-10-05
What's the Move (feat. Lil Uzi Vert),"{'Young Thug', 'Lil Uzi Vert'}",66,2019-08-16
Yes Indeed,"{'Lil Baby', 'Drake'}",5,2018-05-15
Gustavo Gaviria,{'Lacrim'},0,2015-12-11
Wizard Of Oz,{'Logic'},57,2018-03-09
A$AP Ferg,"{'NAV', 'Metro Boomin', 'Lil Uzi Vert'}",58,2017-07-21
Sugar (feat. Francesco Yates),"{'Robin Schulz', 'Francesco Yates'}",77,2015-09-25
Intro: Serendipity,{'BTS'},64,2017-09-18
Uptown Vibes (feat. Fabolous & Anuel AA),"{'Meek Mill', 'Anuel AA', 'Fabolous'}",64,2018-11-30
Powerglide (feat. Juicy J) - From SR3MM,"{'Rae Sremmurd', 'Swae Lee', 'Slim Jxmmi', 'Juicy J'}",73,2018-05-04
ユリイカ (Shotaro Aoyama Remix),{'Sakanaction'},42,2019-06-19
Shababs botten,{'Pashanim'},34,2019-09-06
Kein Fake,{'Majoe'},46,2019-08-23
Self Care,{'Mac Miller'},79,2018-08-03
Mula,{'Mert'},55,2018-10-26
Young And Menace,{'Fall Out Boy'},0,2017-04-27
Lonely Together (feat. Rita Ora),"{'Avicii', 'Rita Ora'}",56,2017-08-09
Only Thing We Know,"{'Alle Farben', 'Younotus', 'Kelvin Jones'}",57,2018-06-08
Christmas Time,{'Backstreet Boys'},27,2019-09-27
Better When You're Gone,"{'David Guetta', 'Brooks', 'Loote'}",76,2019-02-08
Shame,{'Hearts & Colors'},37,2017-06-02
366nichi (feat. Izumi Nakasone),"{'Shota Shimizu', 'Izumi Nakasone'}",22,2008
Head High,{'ONE OK ROCK'},49,2019-02-15
Body Talk,{'Majid Jordan'},0,2017-10-19
やってみよう,{'WANIMA'},56,2018-01-17
White Mustang,{'Lana Del Rey'},6,2017-07-21
Close Friends (Lil Baby & Gunna),{'Lil Baby'},78,2018-10-05
"Blinded By Your Grace, Pt. 2 (feat. MNEK)","{'Stormzy', 'MNEK'}",66,2017-02-24
London Blues,"{'Lacrim', 'Paigey Cakey'}",0,2017-11-17
Carbozo,{'Ninho'},48,2017-09-08
Jet Lag,{'A$AP Ferg'},5,2019-08-16
Need U,{'DVBBS'},10,2019-08-16
Love Sick,{'Trippie Redd'},70,2019-11-22
Tell Me Baby,{'Official HIGE DANdism'},59,2018-04-11
Avenue Montaigne,{'Maes'},39,2018-10-11
16 Lines,{'Lil Peep'},73,2018-11-09
L'adresse,{'47ter'},64,2019-10-25
Put Me Back Together (feat. Kiiara),"{'Cheat Codes', 'Kiiara'}",50,2018-03-01
Favela,"{'Naps', 'Soolking'}",59,2018-03-09
Räuber und Gendarme,{'Veysel'},0,2017-11-03
BEBE,"{'6ix9ine', 'Anuel AA'}",12,2018-08-31
"God, Your Mama, And Me","{'Florida Georgia Line', 'Backstreet Boys'}",68,2016-08-26
Esqueci Como Namora (feat. Maiara & Maraisa),"{'Nego do Borel', 'Maiara & Maraisa'}",48,2017-06-09
Mad Love,"{'Sean Paul', 'David Guetta', 'Becky G'}",64,2018-02-15
バッドパラドックス,{'BLUE ENCOUNT'},57,2019-08-03
Sonotone,{'Mc Solaar'},46,2017-11-03
Ascension (feat. Vince Staples),"{'Gorillaz', 'Vince Staples'}",61,2017-04-28
No Regret,{'wacci'},46,2018-11-14
In meiner Wolke,{'RAF Camora'},34,2017-07-14
Malade,{'Roméo Elvis'},61,2019-04-12
Tu perds la foi,{'Djadja & Dinaz'},0,2018-04-20
What I Wanna,{'MoStack'},50,2018-02-28
No Way!,{'Bazzi'},66,2019-08-09
Fuego,{'Dardan'},37,2018-07-06
Por Eso Vine,{'Paulo Londra'},74,2019-05-23
Wasted,{'Peking Duk'},56,2018-02-02
Millions de mélos,"{'Bramsito', 'Soprano'}",54,2019-05-31
Quero Que Tu Vá,"{'Ananda', 'Joker Beats'}",54,2018-07-21
None Of Your Concern,"{'Jhené Aiko', 'Big Sean'}",69,2019-11-15
Slow & Easy,{'HIRAIDAI'},59,2015-05-06
Real Life,"{'Duke Dumont', 'Gorgon City', 'NAATIONS'}",6,2017-06-02
Sweet and Sour,{'Nulbarich'},51,2019-02-06
Circles,{'Post Malone'},36,2019-08-30
Miss You,{'James Hersey'},2,2017-05-05
Links,{'Marteria'},37,2017-05-26
Kevin’s Heart,{'J. Cole'},74,2018-04-20
Mademoiselle,{'Jul'},0,2019-06-14
Get a Feel,{'Gen Hoshino'},47,2018-12-19
Do Not Disturb,{'Drake'},72,2017-03-18
In the Beginning,{'ONEFOUR'},62,2019-11-14
S auf der Brust,"{'Kool Savas', 'Sido', 'Nico Santos'}",44,2019-02-08
Take Back Home Girl (Feat. Tori Kelly),"{'Chris Lane', 'Tori Kelly'}",0,2017-11-17
Hark! The Herald Angels Sing/It Came Upon A Midnight Clear - Remastered,{'Bing Crosby'},0,2001-01-01
Mucho Dinero,{'Damso'},49,2018-03-16
LOVE. FEAT. ZACARI.,"{'Kendrick Lamar', 'Zacari'}",80,2017-04-14
Outnumbered,{'Dermot Kennedy'},70,2019-10-04
Stop,{'Niska'},52,2019-09-05
Jalousie,{'Angèle'},60,2018-10-05
Magic in the Air (feat. Ahmed Chawki),"{'Magic System', 'Chawki'}",64,2014-05-16
Gelato & Skittlez,"{'LX', 'Maxwell', 'Sa4'}",45,2019-06-27
Silent Night,{'Michael Bublé'},30,2011-10-14
Don’t Blame Me,{'Taylor Swift'},67,2017-11-10
Please Tell Me,{'Future'},54,2019-06-07
Cicatrices,{'Alkpote'},43,2019-11-08
Red Room,{'Offset'},68,2019-02-22
Valise,"{'Hornet La Frappe', 'Vald'}",44,2018-04-20
Dans ma bulle,{'Aya Nakamura'},48,2018-11-02
The Middle,"{'Zedd', 'Maren Morris', 'Grey'}",83,2018-01-23
Nowadays (feat. Landon Cube),"{'Lil Skies', 'Landon Cube'}",76,2017-12-12
"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)","{'KitschKrieg', 'Trettmann', 'Gzuz', 'Gringo', 'Ufo361'}",68,2018-10-19
100 Shooters (feat. Meek Mill),"{'Future', 'Doe Boy', 'Meek Mill'}",65,2019-07-12
Egal wer kommt (feat. Bausa),"{'Kontra K', 'Bausa'}",0,2018-05-11
Longue vie,"{'Sofiane', 'Ninho', 'Hornet La Frappe'}",0,2018-01-08
Peace Of Mind (feat. Vargas & Lagola),"{'Avicii', 'Vargas & Lagola'}",62,2019-06-06
Gute Nacht,{'Kontra K'},52,2017-04-28
Sheitana (feat. Ninho),"{'Hornet La Frappe', 'Ninho'}",60,2018-09-21
Mob Ties,{'Drake'},5,2018-06-29
マッチとピーナッツ,{'Sakanaction'},44,2019-06-19
medicine,{'Bring Me The Horizon'},59,2019-01-03
traveling,{'Hikaru Utada'},0,2002-06-19
Não Fala Não pra Mim,"{'Humberto & Ronaldo', 'Jerry Smith'}",61,2018-06-15
Le lendemain de l'orage,{'Lomepal'},49,2018-12-07
Fenster,{'Kraftklub'},1,2017-06-02
Better Not (feat. Wafia),"{'Louis The Child', 'Wafia'}",11,2018-04-13
君のうた,{'ARASHI'},51,2018-10-24
T'y arrivais pas,{'Lefa'},55,2019-10-18
Hasso,{'KC Rebell'},47,2019-04-19
iPhone 17 (feat. Moé),"{'KC Rebell', 'Moé'}",54,2016-11-25
Walking In the Air,{'Aled Jones'},32,1985-11-08
don't lie to me,{'Lena'},51,2019-03-15
C'est pas grave,"{'Columbine', 'Lujipeka', 'Foda C'}",49,2019-03-22
V2V,{'PLK'},45,2019-09-13
182 - Im Haus des Henkers - Teil 01,{'Die drei ???'},39,2016-07-22
Tiny Dancers,{'Aimer'},41,2018-09-05
Lonely This Christmas,{'Mud'},28,1990-05-08
Dope New Gospel (feat. Nivea),"{'Lil Wayne', 'Nivea'}",53,2018-09-28
You Need To Calm Down,{'Taylor Swift'},84,2019-08-23
Venice Bitch,{'Lana Del Rey'},71,2019-08-30
Daytona,"{'Miami Yacine', 'Paramocro'}",38,2017-10-13
Zolabeille,{'Zola'},50,2019-04-05
Ca Va?,{'Vickeblanka'},0,2019-05-17
Dedicate,{'Lil Wayne'},61,2018-09-28
Take What You Want (feat. Ozzy Osbourne & Travis Scott),"{'Post Malone', 'Ozzy Osbourne', 'Travis Scott'}",84,2019-09-06
Dona Maria,"{'Thiago Brava', 'Jorge'}",0,2017-10-27
Who Needs Love,{'Trippie Redd'},78,2019-11-22
borderline (feat. Missy Elliott),"{'Ariana Grande', 'Missy Elliott'}",61,2018-08-17
Junge von der Straße,{'Sido'},52,2019-09-26
No Type,{'Rae Sremmurd'},75,2015-01-06
babebabe,"{'Nura', 'SAM'}",51,2018-04-06
Lumbra,"{'Cali Y El Dandee', 'Shaggy'}",5,2017-01-20
Status Que Eu Não Queria - Acústico,{'Zé Neto & Cristiano'},0,2018-03-02
Collision,{'Still Fresh'},46,2017-09-29
Comme d'hab,{'YL'},34,2019-02-01
HS (feat. SCH),"{'Hamza', 'SCH'}",9,2019-02-22
"break up with your girlfriend, i'm bored",{'Ariana Grande'},82,2019-02-08
Fine Girl,{'ZieZie'},64,2018-03-12
Ciao Adios,{'Anne-Marie'},65,2017-02-10
Tell Me Why,{'ReN'},37,2017-06-28
Nossa música,{'UM44K'},59,2018-05-04
George moula,"{'Heuss L'enfoiré', 'Koba LaD'}",0,2019-01-21
Is It Love?,"{'Rea Garvey', 'Kool Savas'}",3,2018-03-23
Perfect Places,{'Lorde'},67,2017-06-16
Nur noch einen,"{'Trettmann', 'Joey Bargeld', 'Haiyti'}",1,2017-09-29
WIFI LIT,{'Future'},54,2018-07-06
Sayonara Elegy,{'Masaki Suda'},36,2018-02-21
Remind Me to Forget,"{'Kygo', 'Miguel'}",69,2017-11-03
Vaina Loca,"{'Ozuna', 'Manuel Turizo'}",14,2018-06-28
Todo Dia,"{'Pabllo Vittar', 'Rico Dalasam'}",0,2017-01-12
Go Bang,{'PNAU'},9,2017-11-10
Trop beau,{'Lomepal'},69,2018-12-07
To My Grave,{'NAV'},0,2019-03-22
Satellit,"{'Capital Bra', 'Samra'}",54,2019-10-03
Ti Amo (feat. Sami & Payman),"{'King Khalil', 'Sami', 'Payman'}",0,2019-01-18
Fais moi la passe,{'Jul'},41,2018-06-29
mbappé,{'KALIM'},39,2019-03-08
Take What You Want (feat. 5 Seconds of Summer),"{'ONE OK ROCK', '5 Seconds of Summer'}",56,2017-01-13
Ben 10,{'ONEFOUR'},57,2019-10-11
High,"{'Sido', 'Samra', 'Kool Savas'}",60,2019-09-26
How Long,{'Charlie Puth'},75,2018-05-11
"Baby, It's Cold Outside",{'Dean Martin'},45,1959-01-01
Supastars,{'Migos'},56,2018-01-26
Caméléon,{'Maître Gims'},44,2017-11-10
Dis-moi,{'Roméo Elvis'},47,2019-04-12
Sweet Child O' Mine,{'Guns N' Roses'},82,1987-07-21
Jaded,{'Drake'},68,2018-06-29
Candide Crush,{'Therapie TAXI'},59,2019-12-06
Freedom,{'Chillinit'},53,2019-08-14
First Class,"{'Blueface', 'Gunna'}",56,2019-10-18
It's Only Love,{'Rude-α'},27,2019-09-23
Valentino Camouflage,"{'Luciano', 'Nimo'}",52,2018-11-23
Can't Be Broken,{'Lil Wayne'},62,2018-09-28
Lonely,{'NAV'},58,2017-02-24
Who Do You Love,{'Marianas Trench'},58,2015-10-23
Big,{'Juice WRLD'},66,2019-03-08
So Am I,{'Ava Max'},82,2019-03-07
Unsterblichkeit (feat. Akon),"{'Bushido', 'Akon'}",37,2018-09-28
Roro,{'Ninho'},51,2017-09-08
It's Only Christmas,{'Ronan Keating'},1,2009-01-01
Ivre,"{'Benash', 'Shay', 'Damso'}",0,2017-03-31
Primitif,{'Vald'},0,2018-02-02
Caderninho,{'Vitão'},63,2019-02-01
Leben vor dem Tod,"{'Sido', 'Monchi'}",63,2019-09-26
GUCCI GIRL,{'Katja Krasavice'},48,2019-07-26
Why,{'Shawn Mendes'},5,2018-05-25
Vroom vroom,{'Soolking'},55,2018-11-02
Can You Feel the Love Tonight,"{'Beyoncé', 'Childish Gambino', 'Billy Eichner', 'Seth Rogen'}",71,2019-07-11
Shallow,"{'Lady Gaga', 'Bradley Cooper'}",20,2018-09-27
Old Town Road,{'Lil Nas X'},22,2019-03-14
Love U Better (feat. Lil Wayne & The-Dream),"{'Ty Dolla $ign', 'Nathaniel Alford', 'Twice As Nice', 'Lil Wayne', 'The-Dream'}",64,2017-10-27
Benevolent,{'Tory Lanez'},44,2018-03-02
Vidinha de Balada - Ao Vivo,{'Henrique & Juliano'},51,2017-02-03
Refém,{'Dilsinho'},69,2016-06-10
An ihnen vorbei,"{'Bonez MC', 'RAF Camora'}",63,2016-12-16
Jenifer,{'Gabriel Diniz'},54,2019-02-01
bad vibes forever,"{'XXXTENTACION', 'PnB Rock', 'Trippie Redd'}",71,2019-11-22
Quand les cailleras prient,{'Dinos'},40,2019-11-28
Contramão - Ao Vivo,{'Gustavo Mioto'},64,2017-12-22
Mon temps,{'Djadja & Dinaz'},54,2019-03-22
Takotsubo,{'Nekfeu'},60,2019-06-21
Change (feat. DigDat),"{'Deno', 'DigDat'}",7,2019-08-29
Kitchen Kings,{'D-Block Europe'},54,2019-02-10
Doing the Most (feat. Lil Dotz),"{'Fredo', 'Lil Dotz'}",41,2019-02-01
Sorte Que Cê Beija Bem - Ao Vivo,{'Maiara & Maraisa'},60,2017-03-24
1000 Hits,"{'Jamule', 'Cro'}",65,2019-10-31
DrIP DrIp Drip (feat. Meek Mill),"{'Tory Lanez', 'Meek Mill'}",3,2018-10-26
Oubliez-moi,{'Djadja & Dinaz'},41,2019-03-22
Wait (Featuring Offset & Vory),"{'Chantel Jeffries', 'Offset', 'Vory'}",55,2018-05-04
Tokarev,{'SCH'},47,2018-10-19
Surtada - Versão Funk,"{'DJ Dollynho Da Lapa', 'OIK'}",61,2019-08-26
No Friends,{'Vald'},54,2019-10-10
Incompris,{'SCH'},45,2018-10-19
Dizeres,"{'Lourena', 'Sant', 'Orgânico', 'Rap Box'}",69,2018-12-07
Number One,"{'Massari', 'Tory Lanez'}",0,2017-11-17
Changa,{'PNAU'},3,2017-11-10
Thotiana,{'Blueface'},76,2018-12-18
Que je t'aime,{'Johnny Hallyday'},30,1988
Intro,{'Kurdo'},37,2019-02-01
Freak (feat. Bonn),"{'Avicii', 'Bonn'}",63,2019-06-06
YRF (feat. Fredo & Not3s),"{'GRM Daily', 'Fredo', 'Not3s'}",54,2017-12-14
Shotgun,{'George Ezra'},82,2018-03-23
Say Na (feat. J. Cole),"{'Moneybagg Yo', 'J. Cole'}",57,2018-11-02
Tout va bene,{'Jul'},35,2017-06-30
Close To Me (with Diplo) (feat. Swae Lee),"{'Ellie Goulding', 'Diplo', 'Swae Lee'}",80,2018-10-24
Prada Linea Rossa (feat. Reezy),"{'Summer Cem', 'reezy'}",47,2019-11-08
Gville,"{'Mister V', 'Tortoz'}",39,2017-05-19
Briguinha Boba (Pã Pã Rã Pã Pã) - Ao Vivo,{'Lucas Lucco'},46,2018-10-18
Zanotti,{'YL'},0,2018-02-23
C'était pas gagné,{'Moha La Squale'},52,2018-05-25
Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),"{'Vice', 'Skizzy Mars', 'Jasmine Thompson'}",5,2016-09-30
Hallelujah,{'Pentatonix'},68,2016-10-21
Star Of The Show,{'Thomas Rhett'},59,2016-10-28
Alli-Alligatoah,{'Alligatoah'},50,2018-06-29
Like This,"{'RK', 'Icy Narco'}",40,2019-04-05
Privacy,{'Chris Brown'},61,2017-10-31
Ratchet Happy Birthday,{'Drake'},1,2018-06-29
Anti-Amor - Ao Vivo,"{'Gustavo Mioto', 'Jorge & Mateus'}",67,2017-12-22
Miroir miroir,{'MMZ'},21,2017-04-28
Fresh Eyes,{'Andy Grammer'},7,2016-01-01
Ned Flanders (feat. A$AP Ferg),"{'MadeinTYO', 'A$AP Ferg'}",2,2018-05-31
Remind Me,{'Eminem'},4,2017-12-15
Einer von Millionen (feat. Motrip),"{'Kollegah', 'MoTrip'}",44,2016-12-09
VNTM,{'SCH'},49,2018-10-19
Dresscode Gucci,{'Joker Bra'},52,2019-03-08
"Poupée de cire, poupée de son",{'France Gall'},38,1992-01-01
Swag Flu,{'KILLY'},48,2019-05-31
La Vie en Rose,{'IZ*ONE'},69,2018-10-29
Salaam,{'Krept & Konan'},54,2019-11-01
SUGAR DADDY,{'Katja Krasavice'},46,2019-08-30
Streetlife (mit Krime),"{'Hanybal', 'Krime'}",34,2019-03-29
Meine Liebe,"{'Ardian Bujupi', 'Elvana Gjata'}",51,2019-08-02
Θ. Macarena,{'Damso'},2,2017-04-28
Identity Theft,{'Kodak Black'},56,2018-12-14
Fake Happy,{'Paramore'},64,2017-05-12
Princesse,"{'Nekfeu', 'Nemir'}",1,2015-06-08
Fica Tudo Bem (feat. Anitta),"{'Silva', 'Anitta'}",42,2018-05-25
Scofield,{'JAZN'},30,2018-09-14
Can't Stop Clocks,{'MIST'},48,2019-03-28
À nos souvenirs,{'Trois Cafés Gourmands'},64,2018-10-05
Savage (feat. Flux Pavilion & MAX),"{'Whethan', 'Flux Pavilion', 'MAX'}",53,2016-12-06
Comme si,{'SCH'},50,2017-05-05
A Mala É Falsa - Ao Vivo,"{'Felipe Araújo', 'Henrique & Juliano'}",1,2017-04-21
Sicario,"{'YL', 'Ninho'}",0,2018-02-23
Finest Hour (feat. Abir),"{'Cash Cash', 'Abir'}",64,2018-04-12
KARMA,{'Nimo'},64,2019-12-19
Beautiful,"{'The Avener', 'Bipolar Sunshine'}",56,2019-05-23
Biko,{'DTF'},41,2019-10-11
You Better Run,{'Liam Gallagher'},45,2017-10-06
Uh Mami,{'JAZN'},37,2018-08-24
Conscience (feat. Future),"{'Kodak Black', 'Future'}",56,2017-03-31
Selfie,"{'Kianush', 'Jamule'}",52,2019-04-05
Rich Sex (feat. Lil Wayne),"{'Nicki Minaj', 'Lil Wayne'}",2,2018-06-11
Medicina,{'Anitta'},63,2018-07-19
Tic Toc (with Tory Lanez),"{'Rich The Kid', 'Tory Lanez'}",58,2019-03-22
Je fais mes bails,{'Jul'},42,2018-06-29
MIDDLE CHILD,"{'PnB Rock', 'XXXTENTACION'}",73,2019-05-02
Christmas (Baby Please Come Home),{'Michael Bublé'},33,2011-10-14
愛してるのに、愛せない,{'AAA'},47,2017-01-18
Intro - Le déluge,{'SCH'},41,2018-10-19
I Just Can't,"{'R3HAB', 'Quintino'}",53,2017-09-15
Melody (feat. James Blunt),"{'Lost Frequencies', 'James Blunt'}",47,2018-04-27
Pyramiden,"{'Sido', 'Johannes Oerding'}",48,2019-09-19
Cliente Preferencial (Um Modão Atrás Do Outro) - Ao Vivo,{'George Henrique & Rodrigo'},50,2018-04-06
XTC,"{'Solardo', 'Eli Brown'}",64,2019-07-19
High Five,{'Sigrid'},6,2018-04-13
Solo,{'Dosseh'},0,2016-11-04
Darby,"{'Capital Bra', 'AK Ausserkontrolle'}",14,2018-06-22
4 AM,"{'2 Chainz', 'Travis Scott'}",1,2017-06-16
Hurt Again,{'Julia Michaels'},67,2019-06-28
Performance,{'The xx'},47,2017-01-13
Imaturo,{'Jão'},61,2018-08-17
One More Time,{'TWICE'},54,2018-09-12
Pode Se Soltar,{'Jerry Smith'},56,2017-04-05
Que Seja com Você,"{'Thascya', 'Leo Santana'}",27,2019-01-18
Rahat,"{'Ardian Bujupi', 'Moe Phoenix'}",50,2019-09-06
Nero,{'Kollegah'},47,2016-12-09
STAR,"{'Nimo', 'Luciano'}",63,2019-12-19
Mercy,{'Hayce Lemsi'},6,2017-02-17
Pool,{'SIRUP'},0,2019-05-29
Asozial,"{'Mert', 'Play69'}",30,2017-08-11
93% {Tijuana},"{'GLK', 'Landy', 'DA Uzi', 'Hornet La Frappe'}",74,2019-11-22
Good Things,{'Jonathan Roy'},0,2017-01-20
Messy,{'Kiiara'},55,2018-05-11
Can't Love,{'Trippie Redd'},66,2018-11-09
Skrt Skrt,{'Tory Lanez'},54,2018-03-02
Hoje Eu Beberei - Ao Vivo,{'Felipe Araújo'},72,2019-10-10
桜,{'DA PUMP'},46,2019-03-06
Grande,{'Nash'},46,2017-05-12
Être deux,{'Kaaris'},0,2017-11-03
Want to Want Me,{'Jason Derulo'},77,2015-05-29
Up Down (feat. Florida Georgia Line),"{'Morgan Wallen', 'Florida Georgia Line'}",10,2018-04-27
Testo E,{'SSIO'},45,2019-10-31
RAIN,{'SEKAI NO OWARI'},35,2017-09-15
Somewhere Only We Know,{'Lily Allen'},32,2014-05-05
Leave Dat Trap,"{'Unknown T', 'AJ Tracey'}",56,2019-06-27
Keine Schwäche zeigen,"{'Sinan-G', 'Mois'}",45,2019-11-07
Benzin,"{'Olexesh', 'Celo & Abdi'}",46,2019-09-12
Greatest Love Story,{'LANCO'},74,2018-01-19
Black,{'Dave'},63,2019-03-08
Anos Luz,{'Matuê'},1,2017-11-28
Réseaux,{'Niska'},65,2017-09-22
Flor Que Se Cheira - Ao Vivo,{'Guilherme & Benuto'},72,2019-03-18
Wow. - Remix,"{'Post Malone', 'Roddy Ricch', 'Tyga'}",71,2019-03-15
Aieaieouille,{'Kaaris'},36,2019-01-17
Oi,{'Léo Magalhães'},53,2017-12-15
Eigener Bozz,"{'Azad', 'Bonez MC', 'RAF Camora'}",35,2017-07-21
Tesla (feat. Sfera Ebbasta & DrefGold),"{'Capo Plaza', 'Sfera Ebbasta', 'DrefGold'}",64,2018-04-20
Diáspora,{'Tribalistas'},49,2017-08-25
Cuerpo en Venta,"{'Noriel', 'Myke Towers', 'Rauw Alejandro', 'Almighty'}",79,2019-08-09
"Blinded By Your Grace, Pt. 1",{'Stormzy'},51,2017-02-24
À nos souvenirs,{'Trois Cafés Gourmands'},8,2018-07-06
Le bon soir,{'Hooss'},0,2018-01-12
目抜き通り,"{'Sheena Ringo', 'Tortoise Matsumoto'}",40,2017-04-20
Lové (feat. Gradur),"{'Ninho', 'Gradur'}",53,2017-09-08
Milly 9,"{'Capital Bra', 'Samra'}",52,2019-10-03
HeMotions,{'Juice WRLD'},70,2019-03-08
Monster Mash,"{'Bobby 'Boris' Pickett', 'The Crypt-Kickers'}",47,1962
ONE,{'Aimer'},38,2017-10-11
Exits,{'Foals'},62,2019-03-08
Unsteady,{'X Ambassadors'},78,2015-06-30
Larry Hoover,"{'Hooss', 'Hornet La Frappe'}",0,2018-01-12
Gone (feat. Marvin Brooks),"{'Maan On The Moon', 'Marvin Brooks'}",31,2018-04-13
Still Waiting (feat. Trey Songz),"{'Tory Lanez', 'Trey Songz'}",63,2019-11-15
Pump It Up,{'Endor'},81,2019-09-13
Eu Sei de Cor - Ao Vivo | Acústico,{'Marília Mendonça'},63,2016-09-02
Bodyguard,{'MHD'},49,2018-06-19
Parano (with -M-),"{'Roméo Elvis', '-M-'}",52,2019-04-12
Ich geh heut nicht mehr tanzen,{'AnnenMayKantereit'},42,2018-10-12
Must Be,{'J Hus'},64,2019-11-08
なんでもないや - movie ver.,{'Mone Kamishiraishi'},58,2016-10-05
Murcielago,"{'KC Rebell', 'Summer Cem'}",1,2017-05-12
Yes we are - J SOUL BROTHERS III from EXILE TRIBE,{'J SOUL BROTHERS III'},47,2019-03-13
Tu mentiras,{'Jul'},39,2017-12-01
Sale mood,"{'Bramsito', 'Booba'}",60,2018-11-01
Have Yourself A Merry Little Christmas,{'Ella Fitzgerald'},0,1960
Murder to the Mind,{'Tash Sultana'},46,2017-04-21
91's,{'PNL'},63,2019-04-05
Brand New Story,{'GENERATIONS from EXILE TRIBE'},46,2019-06-07
Du bist schön,{'Alligatoah'},62,2016-12-16
Calling My Spirit,{'Kodak Black'},11,2018-11-30
Warnung,{'Kontra K'},68,2019-05-24
Panda,{'Desiigner'},6,2016-06-26
Hello,{'Adele'},72,2016-06-24
Vai Toma,"{'Mc Pikachu', 'MC Fioti'}",46,2016-11-16
O.G,{'Koba LaD'},43,2019-04-19
Into the Unknown - Panic! At The Disco Version,{'Panic! At The Disco'},78,2019-11-15
Without Me (with Juice WRLD),"{'Halsey', 'Juice WRLD'}",70,2019-01-09
All I Want For Christmas (Is My Two Front Teeth) - Remastered,{'Nat King Cole Trio'},25,1993-01-01
Kim Jong Un,{'Lacrim'},0,2017-03-31
Roli Glitzer Glitzer (feat. Luciano & Eno),"{'Capital Bra', 'Luciano', 'Eno'}",20,2018-10-19
Sky Full Of Song,{'Florence + The Machine'},62,2018-06-29
LADRÃO,{'Djonga'},57,2019-03-13
One Last Time,"{'Ryan Riback', 'some chick'}",14,2017-06-23
JAPAN,{'Famous Dex'},57,2018-03-16
Hot Shower,"{'Chance the Rapper', 'MadeinTYO', 'DaBaby'}",78,2019-07-26
Kokaina,{'Miami Yacine'},53,2016-09-08
Addicted To You,{'Avicii'},12,2013-01-01
Sleigh Ride,{'Andy Williams'},41,1965
Juicy,"{'Doja Cat', 'Tyga'}",79,2019-11-07
WTF (feat. Amber Van Day),"{'HUGEL', 'Amber Van Day'}",69,2018-11-30
Ballon d'or,{'Djadja & Dinaz'},0,2018-07-20
INTRO,{'DaBaby'},75,2019-09-27
Gangsta,"{'Skepta', 'Boy Better Know'}",50,2019-05-31
Three Lions '98,"{'Baddiel, Skinner & Lightning Seeds'}",35,2010-06-04
Last Hurrah,{'Bebe Rexha'},73,2019-02-15
Bring U Down,{'Lil Nas X'},56,2019-06-21
Kazenifukaretemo,{'Keyakizaka46'},32,2017-10-25
Thunderclouds,"{'Sia', 'Diplo', 'Labrinth', 'LSD'}",3,2019-03-14
Midnight,{'Logic'},63,2018-03-09
Yoakemade Tsuyogaranakutemoii,{'Nogizaka46'},37,2019-09-04
Mary's Boy Child / Oh My Lord,{'Boney M.'},40,2017-11-10
Attention,{'The Weeknd'},68,2016-11-25
Tales,{'ScHoolboy Q'},55,2019-04-26
Wild Wild West (feat. Gunna),"{'Offset', 'Gunna'}",57,2019-02-22
God Is,{'Kanye West'},67,2019-10-25
9Leben,"{'TJ_beastboy', 'Mary Man', 'mokuba', 'Young Kira'}",51,2017-09-29
So Far Away (feat. Jamie Scott & Romy Dya),"{'Martin Garrix', 'David Guetta', 'Jamie Scott', 'Romy Dya'}",72,2017-12-01
Come Thru (with Usher),"{'Summer Walker', 'Usher'}",79,2019-10-04
LLC,{'Nicki Minaj'},55,2018-08-10
Ubu,{'Methyl Ethel'},50,2017-03-03
Un peu ivre,{'Rémy'},23,2018-03-09
Papercut,{'Linkin Park'},73,2000-10-24
200KM/H,{'Noah'},45,2019-01-25
Hikoutei,{'King Gnu'},38,2019-08-09
Save Me,{'XXXTENTACION'},72,2017-08-25
¿ Warum ?,{'Gzuz'},62,2018-05-25
Comfortable (feat. Dappy),"{'Yungen', 'Dappy'}",53,2019-01-25
